2022-05-06 22:24:40.761 UTC,"postgres","Stockbroker",2244,"192.168.190.1:61486",62759ff6.8c4,19806,"SELECT",2022-05-06 22:23:50 UTC,3/403,0,LOG,00000,"AUDIT: SESSION,20,7652,READ,SELECT,,,,<not logged>",,,,,,,,,"","client backend",,0
2022-05-06 22:24:40.761 UTC,"postgres","Stockbroker",2244,"192.168.190.1:61486",62759ff6.8c4,19807,"SELECT",2022-05-06 22:23:50 UTC,3/403,0,LOG,00000,"AUDIT: SESSION,20,7653,READ,SELECT,,,,<not logged>",,,,,,,,,"","client backend",,0
2022-05-06 22:24:40.761 UTC,"postgres","Stockbroker",2244,"192.168.190.1:61486",62759ff6.8c4,19808,"SELECT",2022-05-06 22:23:50 UTC,3/403,0,LOG,00000,"AUDIT: SESSION,20,7654,READ,SELECT,,,,<not logged>",,,,,,,,,"","client backend",,0
2022-05-06 22:24:40.761 UTC,"postgres","Stockbroker",2244,"192.168.190.1:61486",62759ff6.8c4,19809,"SELECT",2022-05-06 22:23:50 UTC,3/403,0,LOG,00000,"AUDIT: SESSION,20,7655,READ,SELECT,,,,<not logged>",,,,,,,,,"","client backend",,0
2022-05-06 22:24:40.761 UTC,"postgres","Stockbroker",2244,"192.168.190.1:61486",62759ff6.8c4,19810,"SELECT",2022-05-06 22:23:50 UTC,3/403,0,LOG,00000,"AUDIT: SESSION,20,7656,READ,SELECT,,,,<not logged>",,,,,,,,,"","client backend",,0
2022-05-06 22:24:40.761 UTC,"postgres","Stockbroker",2244,"192.168.190.1:61486",62759ff6.8c4,19811,"SELECT",2022-05-06 22:23:50 UTC,3/403,0,LOG,00000,"AUDIT: SESSION,20,7657,READ,SELECT,,,,<not logged>",,,,,,,,,"","client backend",,0
2022-05-06 22:24:40.761 UTC,"postgres","Stockbroker",2244,"192.168.190.1:61486",62759ff6.8c4,19812,"SELECT",2022-05-06 22:23:50 UTC,3/403,0,LOG,00000,"AUDIT: SESSION,20,7658,READ,SELECT,,,,<not logged>",,,,,,,,,"","client backend",,0
2022-05-06 22:24:40.761 UTC,"postgres","Stockbroker",2244,"192.168.190.1:61486",62759ff6.8c4,19813,"SELECT",2022-05-06 22:23:50 UTC,3/403,0,LOG,00000,"AUDIT: SESSION,20,7659,READ,SELECT,,,,<not logged>",,,,,,,,,"","client backend",,0
2022-05-06 22:24:40.761 UTC,"postgres","Stockbroker",2244,"192.168.190.1:61486",62759ff6.8c4,19814,"SELECT",2022-05-06 22:23:50 UTC,3/403,0,LOG,00000,"AUDIT: SESSION,20,7660,READ,SELECT,,,,<not logged>",,,,,,,,,"","client backend",,0
2022-05-06 22:24:40.761 UTC,"postgres","Stockbroker",2244,"192.168.190.1:61486",62759ff6.8c4,19815,"SELECT",2022-05-06 22:23:50 UTC,3/403,0,LOG,00000,"AUDIT: SESSION,20,7661,READ,SELECT,,,,<not logged>",,,,,,,,,"","client backend",,0
